timestamp,open,high,low,close,volume
2025-06-30 09:30:00,183.5897,183.8882,183.2314,183.4404,554442
2025-06-30 09:31:00,183.4603,184.2266,183.4603,184.0823,141311
2025-06-30 09:32:00,184.1072,184.4455,183.938,184.3459,172145
2025-06-30 09:33:00,184.2763,184.3062,183.6046,183.7489,80747
2025-06-30 09:34:00,183.7588,183.9579,183.6096,183.938,52836
2025-06-30 09:35:00,183.9081,184.0873,183.8285,183.8982,58931
2025-06-30 09:36:00,183.8982,184.2067,183.8683,184.0076,57262
2025-06-30 09:37:00,183.9877,184.0375,183.7788,183.9887,50091
2025-06-30 09:38:00,183.9778,184.142,183.9479,183.9778,45727
2025-06-30 09:39:00,183.9877,184.1271,183.6792,183.6792,40648
2025-06-30 09:40:00,183.6792,183.7091,183.4901,183.5051,46242
2025-06-30 09:41:00,183.4901,183.4901,183.2911,183.3906,60393
2025-06-30 09:42:00,183.3707,183.4496,183.2314,183.2613,56921
2025-06-30 09:43:00,183.2712,183.6393,183.2115,183.5698,47158
2025-06-30 09:44:00,183.5797,183.6296,183.4702,183.5001,39278
2025-06-30 09:45:00,183.5001,183.6892,183.0622,183.0821,88466
2025-06-30 09:46:00,183.0921,183.102,182.7537,182.8433,52280
2025-06-30 09:47:00,182.8234,182.9912,182.694,182.704,36897
2025-06-30 09:48:00,182.694,182.8831,182.6243,182.8184,55134
2025-06-30 09:49:00,182.8035,182.8035,182.5746,182.5945,57754
2025-06-30 09:50:00,182.5845,182.6144,182.3557,182.4353,74667
2025-06-30 09:51:00,182.4452,182.4452,182.1865,182.2163,63503
2025-06-30 09:52:00,182.2561,182.2661,181.9178,181.9327,74785
2025-06-30 09:53:00,181.9247,182.0769,181.8481,182.0471,47163
2025-06-30 09:54:00,182.0671,182.2003,182.0272,182.0372,69901
2025-06-30 09:55:00,182.0521,182.1566,182.0372,182.0969,40710
2025-06-30 09:56:00,182.087,182.286,182.0272,182.2661,65865
2025-06-30 09:57:00,182.2561,182.3557,182.2163,182.2163,77553
2025-06-30 09:58:00,182.2163,182.2661,182.1467,182.1566,95251
2025-06-30 09:59:00,182.1566,182.3355,182.1367,182.2561,69394
2025-06-30 10:00:00,182.2561,182.6443,182.2462,182.5748,121724
2025-06-30 10:01:00,182.5746,182.8632,182.5348,182.8509,59509
2025-06-30 10:02:00,182.8532,183.0821,182.8134,183.0722,47643
2025-06-30 10:03:00,183.0821,183.0821,182.7637,182.8085,61274
2025-06-30 10:04:00,182.8134,183.0722,182.8134,183.0344,33867
2025-06-30 10:05:00,183.0423,183.0821,182.9429,183.0473,45013
2025-06-30 10:06:00,183.0523,183.0971,182.9926,183.0871,44620
2025-06-30 10:07:00,183.078,183.2215,183.0324,183.1816,64838
2025-06-30 10:08:00,183.1816,183.3508,183.1717,183.2563,69104
2025-06-30 10:09:00,183.2563,183.2612,183.0772,183.1866,50614
2025-06-30 10:10:00,183.1866,183.2414,182.8333,182.8333,54059
2025-06-30 10:11:00,182.8333,182.8333,182.5049,182.5151,52968
2025-06-30 10:12:00,182.5149,182.5945,182.4651,182.5447,31093
2025-06-30 10:13:00,182.5447,182.7338,182.4751,182.4751,53539
2025-06-30 10:14:00,182.4751,182.48,182.3855,182.4353,29032
2025-06-30 10:15:00,182.4452,182.5945,182.3955,182.5547,37204
2025-06-30 10:16:00,182.5447,182.5646,182.4253,182.4753,35600
2025-06-30 10:17:00,182.4651,182.6642,182.4203,182.6628,28247
2025-06-30 10:18:00,182.6691,182.8532,182.6542,182.8434,31180
2025-06-30 10:19:00,182.8632,183.2513,182.8632,183.2513,30198
2025-06-30 10:20:00,183.2613,183.3011,183.1219,183.1816,48102
2025-06-30 10:21:00,183.1717,183.1717,182.893,182.9249,28258
2025-06-30 10:22:00,182.9129,183.3309,182.8682,183.2994,36631
2025-06-30 10:23:00,183.311,183.3707,183.2215,183.321,51808
2025-06-30 10:24:00,183.321,183.3807,183.2812,183.3317,33185
2025-06-30 10:25:00,183.3508,183.3906,183.2615,183.3807,44196
2025-06-30 10:26:00,183.3508,183.3707,183.2314,183.321,32538
2025-06-30 10:27:00,183.321,183.332,183.2414,183.2911,21570
2025-06-30 10:28:00,183.311,183.3707,183.1717,183.1717,16925
2025-06-30 10:29:00,183.1518,183.2762,183.112,183.2115,21295
2025-06-30 10:30:00,183.2115,183.2115,183.0324,183.0523,22438
2025-06-30 10:31:00,183.0722,183.0821,182.8831,182.9129,20003
2025-06-30 10:32:00,182.9229,182.9727,182.8035,182.8632,16444
2025-06-30 10:33:00,182.8433,182.893,182.8035,182.8333,17145
2025-06-30 10:34:00,182.8333,182.903,182.7338,182.7338,18416
2025-06-30 10:35:00,182.7139,182.8134,182.6044,182.7637,35167
2025-06-30 10:36:00,182.7637,182.9528,182.704,182.9129,22956
2025-06-30 10:37:00,182.903,182.9528,182.7438,182.7856,18594
2025-06-30 10:38:00,182.8433,182.8731,182.7786,182.8532,15021
2025-06-30 10:39:00,182.8632,182.9235,182.7836,182.7985,12827
2025-06-30 10:40:00,182.7935,182.9428,182.7836,182.9229,19114
2025-06-30 10:41:00,182.9065,182.9478,182.6443,182.6443,26176
2025-06-30 10:42:00,182.6144,182.7934,182.6144,182.7089,19243
