timestamp,open,high,low,close,volume
2025-06-30 09:30:00,168.3288,168.9208,168.3288,168.7752,71508
2025-06-30 09:31:00,168.6782,168.6782,168.2609,168.586,5762
2025-06-30 09:32:00,168.586,169.2508,168.586,169.2508,10042
2025-06-30 09:33:00,169.144,169.2799,169.047,169.1926,8713
2025-06-30 09:34:00,169.2023,169.4061,169.1683,169.2993,6862
2025-06-30 09:35:00,169.309,169.4158,169.2702,169.3478,5644
2025-06-30 09:36:00,169.3963,169.3963,168.9014,168.9257,8631
2025-06-30 09:37:00,168.8917,169.0179,168.785,168.785,6472
2025-06-30 09:38:00,168.7947,168.9596,168.7947,168.7947,5651
2025-06-30 09:39:00,168.8335,168.8432,168.4647,168.5364,7285
2025-06-30 09:40:00,168.6831,168.9379,168.5836,168.9379,4899
2025-06-30 09:41:00,168.9208,169.0082,168.7704,168.8917,3496
2025-06-30 09:42:00,168.9024,168.979,168.6394,168.6491,3988
2025-06-30 09:43:00,168.6685,168.6976,168.5666,168.6491,6696
2025-06-30 09:44:00,168.586,168.7267,168.5714,168.6782,9060
2025-06-30 09:45:00,168.7122,168.9985,168.552,168.7316,8389
2025-06-30 09:46:00,168.7183,168.7558,168.6297,168.7461,5013
2025-06-30 09:47:00,168.6636,168.882,168.6636,168.8335,7980
2025-06-30 09:48:00,168.7898,168.9111,168.717,168.8335,4831
2025-06-30 09:49:00,168.8092,168.9111,168.7948,168.9111,4021
2025-06-30 09:50:00,168.8044,168.8238,168.6685,168.6685,4108
2025-06-30 09:51:00,168.5909,168.5909,168.4987,168.5084,6391
2025-06-30 09:52:00,168.5375,168.6976,168.5375,168.6976,7246
2025-06-30 09:53:00,168.6976,168.7461,168.6297,168.6879,8829
2025-06-30 09:54:00,168.6879,168.7461,168.5957,168.6006,5509
2025-06-30 09:55:00,168.6879,168.8141,168.6782,168.8141,4751
2025-06-30 09:56:00,168.8141,168.8141,168.5326,168.5808,7769
2025-06-30 09:57:00,168.62,169.0615,168.5832,169.0615,11796
2025-06-30 09:58:00,169.1052,169.2232,169.1052,169.1683,6675
2025-06-30 09:59:00,169.1683,169.1683,168.8917,168.9305,4221
2025-06-30 10:00:00,169.0082,169.1634,168.9539,169.0324,6133
2025-06-30 10:01:00,169.0858,169.144,168.8529,168.8869,9091
2025-06-30 10:02:00,168.9305,168.9402,168.8044,168.8189,4484
2025-06-30 10:03:00,168.784,168.9693,168.7558,168.9693,6194
2025-06-30 10:04:00,169.0276,169.1537,168.979,169.144,7242
2025-06-30 10:05:00,169.1343,169.1537,169.0907,169.1537,10387
2025-06-30 10:06:00,169.1247,169.309,169.1247,169.2508,4535
2025-06-30 10:07:00,169.3478,169.4691,169.309,169.4691,9141
2025-06-30 10:08:00,169.5031,169.5031,169.3672,169.4303,5255
2025-06-30 10:09:00,169.4497,169.5516,169.4012,169.5322,7401
2025-06-30 10:10:00,169.5904,169.6778,169.5128,169.5613,11195
2025-06-30 10:11:00,169.5613,169.5613,169.1634,169.1634,10268
2025-06-30 10:12:00,169.2023,169.2217,168.9693,169.0567,14320
2025-06-30 10:13:00,169.029,169.0955,168.9111,168.9305,3352
2025-06-30 10:14:00,168.9111,168.9305,168.9111,168.9305,3046
2025-06-30 10:15:00,169.0567,169.1731,169.0567,169.1052,3471
2025-06-30 10:16:00,169.1198,169.1198,168.9208,168.9208,2573
2025-06-30 10:17:00,168.9208,168.9596,168.8044,168.8141,5601
2025-06-30 10:18:00,168.8141,168.9014,168.7558,168.785,9680
2025-06-30 10:19:00,168.8626,168.9645,168.8626,168.9645,2880
2025-06-30 10:20:00,168.979,169.0082,168.9111,168.9111,3867
2025-06-30 10:21:00,168.8626,168.9402,168.7655,168.8044,5084
2025-06-30 10:22:00,168.7655,168.8141,168.6782,168.8141,7584
2025-06-30 10:23:00,168.8504,168.8626,168.7655,168.8264,3938
2025-06-30 10:24:00,168.8071,168.9499,168.8044,168.9499,4384
2025-06-30 10:25:00,168.9596,168.9888,168.9111,168.9111,4115
2025-06-30 10:26:00,168.9218,168.9218,168.8036,168.8036,5302
2025-06-30 10:27:00,168.7461,168.9208,168.7461,168.9208,6055
2025-06-30 10:28:00,168.9208,169.0858,168.9208,169.0615,2103
2025-06-30 10:29:00,169.0543,169.2217,169.0543,169.144,9038
2025-06-30 10:30:00,169.144,169.1634,168.9596,169.0077,6506
2025-06-30 10:31:00,168.9596,168.9596,168.8723,168.9305,3730
2025-06-30 10:32:00,168.9548,169.0373,168.9257,169.0179,2025
2025-06-30 10:33:00,168.9985,169.0373,168.9693,169.0373,3077
2025-06-30 10:34:00,169.0664,169.0664,168.9499,168.9499,12585
2025-06-30 10:35:00,168.9111,169.156,168.9111,169.1489,6906
2025-06-30 10:36:00,169.1246,169.1537,168.882,168.9111,7429
2025-06-30 10:37:00,168.9208,168.9208,168.8141,168.8238,4150
2025-06-30 10:38:00,168.7752,169.0082,168.7655,169.0082,10764
2025-06-30 10:39:00,169.0567,169.1004,169.0057,169.0858,2269
2025-06-30 10:40:00,169.0712,169.1634,169.0276,169.1246,4046
2025-06-30 10:41:00,169.1246,169.1246,169.0276,169.047,3592
2025-06-30 10:42:00,169.0664,169.1926,169.0567,169.1537,19908
2025-06-30 10:43:00,169.1731,169.2023,169.144,169.1974,4426
2025-06-30 10:44:00,169.1974,169.2508,169.1537,169.1634,5108
2025-06-30 10:45:00,169.1343,169.2217,169.1052,169.2217,6214
2025-06-30 10:46:00,169.2459,169.3381,169.2411,169.3381,2909
2025-06-30 10:47:00,169.2993,169.3284,169.1926,169.1926,5163
2025-06-30 10:48:00,169.2508,169.3187,169.2314,169.2702,12035
2025-06-30 10:49:00,169.2702,169.4061,169.2411,169.4061,11348
2025-06-30 10:50:00,169.3818,169.637,169.3575,169.5492,11946
2025-06-30 10:51:00,169.5807,169.5807,169.3963,169.4594,9429
2025-06-30 10:52:00,169.4255,169.6487,169.2993,169.6487,12681
2025-06-30 10:53:00,169.6099,169.6584,169.5225,169.5346,8008
2025-06-30 10:54:00,169.4837,169.5675,169.4146,169.4146,3663
2025-06-30 10:55:00,169.4449,169.5419,169.3478,169.5419,13899
2025-06-30 10:56:00,169.5904,169.6462,169.5225,169.6001,5428
2025-06-30 10:57:00,169.6099,169.7845,169.6099,169.6972,17259
2025-06-30 10:58:00,169.6869,169.7748,169.6584,169.7506,4639
2025-06-30 10:59:00,169.7506,169.8331,169.7457,169.7991,10079
2025-06-30 11:00:00,169.7991,169.8234,169.5904,169.5904,12676
2025-06-30 11:01:00,169.5953,169.6099,169.5225,169.5807,12889
2025-06-30 11:02:00,169.6001,169.7553,169.6001,169.736,5958
2025-06-30 11:03:00,169.7118,169.8137,169.7118,169.8039,4650
2025-06-30 11:04:00,169.8039,169.9689,169.7651,169.8428,31674
2025-06-30 11:05:00,169.9156,170.0165,169.8816,169.9641,8351
2025-06-30 11:06:00,169.9786,169.9786,169.736,169.7845,11427
2025-06-30 11:07:00,169.7845,169.9301,169.7748,169.9301,11619
2025-06-30 11:08:00,169.9156,170.0175,169.9156,170.0175,11913
2025-06-30 11:09:00,169.9786,170.0369,169.9301,169.9592,8219
2025-06-30 11:10:00,170.0077,170.1048,169.9786,170.0854,14226
2025-06-30 11:11:00,170.0757,170.1242,169.9592,169.9786,6992
2025-06-30 11:12:00,169.9883,170.0563,169.9689,169.9689,4862
2025-06-30 11:13:00,169.9253,170.0563,169.9253,170.0563,6359
2025-06-30 11:14:00,170.0417,170.1727,170.0417,170.1485,16520
2025-06-30 11:15:00,170.1485,170.231,170.1048,170.1776,14911
2025-06-30 11:16:00,170.1727,170.2989,170.1436,170.2989,5801
2025-06-30 11:17:00,170.2649,170.3182,170.231,170.2892,5279
2025-06-30 11:18:00,170.2746,170.2746,170.197,170.2164,8269
2025-06-30 11:19:00,170.2504,170.2892,170.163,170.1921,20871
2025-06-30 11:20:00,170.1921,170.2213,170.0805,170.1242,11155
2025-06-30 11:21:00,170.1533,170.231,170.0854,170.1145,10336
2025-06-30 11:22:00,170.1145,170.1533,170.0757,170.1533,9489
2025-06-30 11:23:00,170.1485,170.1873,170.0951,170.163,8454
2025-06-30 11:24:00,170.1194,170.1436,169.8961,169.8961,7069
2025-06-30 11:25:00,169.8913,170.0175,169.8816,170.0175,4713
2025-06-30 11:26:00,170.0369,170.0854,169.9883,170.0369,6208
2025-06-30 11:27:00,170.0563,170.1242,169.9495,169.9786,5496
2025-06-30 11:28:00,169.9654,170.0369,169.9654,170.0369,3876
2025-06-30 11:29:00,170.0126,170.0369,169.9398,169.9689,5622
2025-06-30 11:30:00,169.9786,170.0168,169.9398,169.9858,4435
2025-06-30 11:31:00,170.0175,170.0272,169.9592,170.0029,4395
2025-06-30 11:32:00,169.9592,169.998,169.9301,169.998,3351
2025-06-30 11:33:00,169.9966,169.9966,169.9107,169.9107,4561
