timestamp,open,high,low,close,volume
2025-06-30 09:30:00,211.1209,211.5489,210.9517,211.4593,1305493
2025-06-30 09:31:00,211.4693,212.1114,211.3598,211.9969,585361
2025-06-30 09:32:00,212.0466,212.0964,211.6385,211.967,266195
2025-06-30 09:33:00,211.9471,212.2855,211.5788,212.2009,311745
2025-06-30 09:34:00,212.2159,212.5045,212.1064,212.3652,289703
2025-06-30 09:35:00,212.3503,212.7181,212.3353,212.6738,319931
2025-06-30 09:36:00,212.6638,213.062,212.6638,212.9087,358294
2025-06-30 09:37:00,212.8977,213.0023,212.1711,212.2855,293538
2025-06-30 09:38:00,212.2855,212.833,212.2458,212.5942,235769
2025-06-30 09:39:00,212.5942,212.624,212.2109,212.3552,191667
2025-06-30 09:40:00,212.3453,212.3453,211.9571,212.154,283130
2025-06-30 09:41:00,212.1833,212.4846,212.0168,212.2408,163662
2025-06-30 09:42:00,212.2408,212.6339,212.1661,212.6339,126824
2025-06-30 09:43:00,212.6439,212.8231,212.5941,212.7484,178157
2025-06-30 09:44:00,212.7434,212.8729,212.395,212.5444,267632
2025-06-30 09:45:00,212.5443,212.6638,212.0168,212.0267,281240
2025-06-30 09:46:00,212.0367,212.1661,211.8973,212.0267,271766
2025-06-30 09:47:00,212.0068,212.0666,211.6982,211.7281,176500
2025-06-30 09:48:00,211.743,212.0765,211.6286,211.972,244732
2025-06-30 09:49:00,212.0168,212.0168,211.4394,211.4743,170553
2025-06-30 09:50:00,211.4494,211.6684,211.3698,211.6087,181515
2025-06-30 09:51:00,211.5987,211.6186,211.31,211.4095,134806
2025-06-30 09:52:00,211.4096,211.8177,211.4046,211.6783,234723
2025-06-30 09:53:00,211.6882,211.7679,211.5091,211.5887,186733
2025-06-30 09:54:00,211.5887,212.0168,211.544,211.8077,203339
2025-06-30 09:55:00,211.8276,211.8575,211.6335,211.8077,92211
2025-06-30 09:56:00,211.7978,211.967,211.748,211.9511,120599
2025-06-30 09:57:00,211.9471,212.0466,211.8779,211.8779,135993
2025-06-30 09:58:00,211.8874,212.2258,211.8774,212.181,128824
2025-06-30 09:59:00,212.1886,212.2059,212.0466,212.1761,81954
2025-06-30 10:00:00,212.1761,212.4249,212.1761,212.3652,256741
2025-06-30 10:01:00,212.3353,212.3353,212.1661,212.3204,115763
2025-06-30 10:02:00,212.3214,212.4946,212.2457,212.4,147854
2025-06-30 10:03:00,212.405,212.4747,212.3154,212.3702,87437
2025-06-30 10:04:00,212.3652,212.5045,212.2059,212.2258,122460
2025-06-30 10:05:00,212.2358,212.7534,212.2059,212.6539,201540
2025-06-30 10:06:00,212.6439,212.7833,212.3851,212.405,150104
2025-06-30 10:07:00,212.405,212.7932,212.3254,212.7733,283638
2025-06-30 10:08:00,212.7534,212.9027,212.5941,212.6041,177036
2025-06-30 10:09:00,212.6041,212.6432,212.3104,212.5842,114458
2025-06-30 10:10:00,212.5842,212.843,212.5145,212.5245,169840
2025-06-30 10:11:00,212.5245,212.5444,212.2059,212.2059,110614
2025-06-30 10:12:00,212.2009,212.2258,211.8575,211.9172,156678
2025-06-30 10:13:00,211.9322,212.2059,211.8973,211.9273,116405
2025-06-30 10:14:00,211.9272,212.1064,211.8774,211.967,104280
2025-06-30 10:15:00,211.9571,212.1761,211.8077,212.0765,145404
2025-06-30 10:16:00,212.0914,212.6339,212.0666,212.614,177799
2025-06-30 10:17:00,212.6041,212.8828,212.6041,212.8729,149566
2025-06-30 10:18:00,212.8729,213.1217,212.8246,213.0421,383181
2025-06-30 10:19:00,213.0354,213.4502,212.9624,213.4302,312492
2025-06-30 10:20:00,213.4203,213.8185,213.4104,213.7389,388114
2025-06-30 10:21:00,213.7339,213.8782,213.6077,213.8682,262736
2025-06-30 10:22:00,213.8683,214.2266,213.8683,214.0972,578369
2025-06-30 10:23:00,214.0972,214.5054,214.0475,214.2266,335776
2025-06-30 10:24:00,214.2365,214.4058,214.0674,214.1571,260562
2025-06-30 10:25:00,214.1619,214.3361,214.1171,214.2167,175058
2025-06-30 10:26:00,214.2068,214.2316,213.8882,213.9977,191001
2025-06-30 10:27:00,213.9977,214.2167,213.9017,214.1968,146043
2025-06-30 10:28:00,214.2018,214.6049,214.1968,214.4456,402138
2025-06-30 10:29:00,214.4508,214.5551,214.2018,214.2465,233121
2025-06-30 10:30:00,214.2366,214.356,213.9479,214.0773,157680
2025-06-30 10:31:00,214.0873,214.0971,213.8285,214.0573,149151
2025-06-30 10:32:00,214.0475,214.1968,213.9081,213.9529,120775
2025-06-30 10:33:00,213.9678,214.0674,213.8384,214.0027,161480
2025-06-30 10:34:00,214.0276,214.0276,213.7986,213.8086,87917
2025-06-30 10:35:00,213.8086,213.9579,213.709,213.9078,175806
2025-06-30 10:36:00,213.8981,213.938,213.7886,213.8158,168736
2025-06-30 10:37:00,213.8036,213.8285,213.4701,213.5,152186
2025-06-30 10:38:00,213.4809,213.5398,213.2213,213.3208,139785
2025-06-30 10:39:00,213.3307,213.4602,213.2412,213.3556,160217
2025-06-30 10:40:00,213.3656,213.3656,213.1516,213.2362,120853
